league_name,club_name,year,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,PF_2_years_future,Rk_2_years_future,W_2_years_future,D_2_years_future,L_2_years_future,GF_2_years_future,GA_2_years_future,GD_2_years_future,Pts/MP_2_years_future,PF_3_years_future,Rk_3_years_future,W_3_years_future,D_3_years_future,L_3_years_future,GF_3_years_future,GA_3_years_future,GD_3_years_future,Pts/MP_3_years_future,PF_4_years_future,Rk_4_years_future,W_4_years_future,D_4_years_future,L_4_years_future,GF_4_years_future,GA_4_years_future,GD_4_years_future,Pts/MP_4_years_future,PF_next_5_years
Serie A,SSC Napoli,2010,3,21,7,10,59,39,20,1.84,0,0.0,5.0,16.0,13.0,9.0,66.0,46.0,20.0,1.61,0.0,2.0,23.0,9.0,6.0,73.0,36.0,37.0,2.05,0.0,3.0,23.0,9.0,6.0,77.0,39.0,38.0,2.05,0.0,5.0,18.0,9.0,11.0,70.0,54.0,16.0,1.66,0.0
Serie A,AC Milan,2010,1,24,10,4,65,24,41,2.16,0,0.0,2.0,24.0,8.0,6.0,74.0,33.0,41.0,2.11,0.0,3.0,21.0,9.0,8.0,67.0,39.0,28.0,1.89,1.0,8.0,16.0,9.0,13.0,57.0,49.0,8.0,1.5,1.0,10.0,13.0,13.0,12.0,56.0,50.0,6.0,1.37,1.0
Serie A,Udinese Calcio,2010,4,20,6,12,65,43,22,1.74,0,0.0,3.0,18.0,10.0,10.0,52.0,35.0,17.0,1.68,0.0,5.0,18.0,12.0,8.0,59.0,45.0,14.0,1.74,1.0,13.0,12.0,8.0,18.0,46.0,57.0,-11.0,1.16,2.0,16.0,10.0,11.0,17.0,43.0,56.0,-13.0,1.08,2.0
Serie A,SS Lazio,2010,5,20,6,12,55,39,16,1.74,0,0.0,4.0,18.0,8.0,12.0,56.0,47.0,9.0,1.63,1.0,7.0,18.0,7.0,13.0,51.0,42.0,9.0,1.61,1.0,9.0,15.0,11.0,12.0,54.0,54.0,0.0,1.47,0.0,3.0,21.0,6.0,11.0,71.0,38.0,33.0,1.82,1.0
Serie A,FC Internazionale,2010,2,23,7,8,69,42,27,2.0,0,0.0,6.0,17.0,7.0,14.0,58.0,55.0,3.0,1.53,1.0,9.0,16.0,6.0,16.0,55.0,57.0,-2.0,1.42,0.0,5.0,15.0,15.0,8.0,62.0,39.0,23.0,1.58,1.0,8.0,14.0,13.0,11.0,59.0,48.0,11.0,1.45,0.0
Serie A,AS Roma,2010,6,18,9,11,59,52,7,1.66,0,1.0,7.0,16.0,8.0,14.0,60.0,54.0,6.0,1.47,0.0,6.0,18.0,8.0,12.0,71.0,56.0,15.0,1.63,0.0,2.0,26.0,7.0,5.0,72.0,25.0,47.0,2.24,0.0,2.0,19.0,13.0,6.0,54.0,31.0,23.0,1.84,0.0
Serie A,US Palermo,2010,8,17,5,16,58,63,-5,1.47,1,2.0,16.0,11.0,10.0,17.0,52.0,62.0,-10.0,1.13,2.0,18.0,6.0,14.0,18.0,34.0,54.0,-20.0,0.84,1.0,8.0,17.0,5.0,16.0,58.0,63.0,-5.0,1.47,1.0,11.0,12.0,13.0,13.0,53.0,55.0,-2.0,1.29,2.0
Serie A,Catania SSD,2010,13,12,10,16,40,52,-12,1.21,1,1.0,11.0,11.0,15.0,12.0,47.0,52.0,-5.0,1.26,1.0,8.0,15.0,11.0,12.0,50.0,46.0,4.0,1.47,2.0,18.0,8.0,8.0,22.0,34.0,66.0,-32.0,0.84,1.0,13.0,12.0,10.0,16.0,40.0,52.0,-12.0,1.21,1.0
Serie A,Cagliari Calcio,2010,14,12,9,17,44,51,-7,1.18,1,2.0,15.0,10.0,13.0,15.0,37.0,46.0,-9.0,1.13,1.0,11.0,12.0,11.0,15.0,43.0,55.0,-12.0,1.24,2.0,15.0,9.0,12.0,17.0,34.0,53.0,-19.0,1.03,2.0,18.0,8.0,10.0,20.0,48.0,68.0,-20.0,0.89,1.0
Serie A,Chievo Verona,2010,11,11,13,14,38,40,-2,1.21,1,1.0,10.0,12.0,13.0,13.0,35.0,45.0,-10.0,1.29,1.0,12.0,12.0,9.0,17.0,37.0,52.0,-15.0,1.18,2.0,16.0,10.0,6.0,22.0,34.0,54.0,-20.0,0.95,1.0,14.0,10.0,13.0,15.0,28.0,41.0,-13.0,1.13,1.0
Serie A,Juventus FC,2010,7,15,13,10,57,47,10,1.53,1,0.0,1.0,23.0,15.0,0.0,68.0,20.0,48.0,2.21,0.0,1.0,27.0,6.0,5.0,71.0,24.0,47.0,2.29,0.0,1.0,33.0,3.0,2.0,80.0,23.0,57.0,2.68,0.0,1.0,26.0,9.0,3.0,72.0,24.0,48.0,2.29,0.0
Serie A,ACF Fiorentina,2010,9,12,15,11,49,44,5,1.34,1,1.0,13.0,11.0,13.0,14.0,37.0,43.0,-6.0,1.21,0.0,4.0,21.0,7.0,10.0,72.0,44.0,28.0,1.84,0.0,4.0,19.0,8.0,11.0,65.0,44.0,21.0,1.71,0.0,4.0,18.0,10.0,10.0,61.0,46.0,15.0,1.68,0.0
Serie A,Genoa CFC,2010,10,14,9,15,45,47,-2,1.34,1,2.0,17.0,11.0,9.0,18.0,50.0,69.0,-19.0,1.11,2.0,17.0,8.0,14.0,16.0,38.0,52.0,-14.0,1.0,1.0,14.0,11.0,11.0,16.0,41.0,50.0,-9.0,1.16,0.0,6.0,16.0,11.0,11.0,62.0,47.0,15.0,1.55,1.0
Serie A,Parma Calcio 1913,2010,12,11,13,14,39,47,-8,1.21,1,1.0,8.0,15.0,11.0,12.0,54.0,53.0,1.0,1.47,1.0,10.0,13.0,10.0,15.0,45.0,46.0,-1.0,1.29,0.0,6.0,15.0,13.0,10.0,58.0,46.0,12.0,1.53,2.0,20.0,6.0,8.0,24.0,33.0,75.0,-42.0,0.5,1.0
Serie A,AC Cesena,2010,15,11,10,17,38,50,-12,1.13,2,2.0,20.0,4.0,10.0,24.0,24.0,60.0,-36.0,0.58,2.0,15.0,11.0,10.0,17.0,38.0,50.0,-12.0,1.13,2.0,15.0,11.0,10.0,17.0,38.0,50.0,-12.0,1.13,2.0,19.0,4.0,12.0,22.0,36.0,73.0,-37.0,0.63,2.0
Serie A,UC Sampdoria,2010,18,8,12,18,33,49,-16,0.95,2,2.0,18.0,8.0,12.0,18.0,33.0,49.0,-16.0,0.95,1.0,14.0,11.0,10.0,17.0,43.0,51.0,-8.0,1.11,1.0,12.0,12.0,9.0,17.0,48.0,62.0,-14.0,1.18,1.0,7.0,13.0,17.0,8.0,48.0,42.0,6.0,1.47,2.0
Serie A,Bologna FC 1909,2010,16,11,12,15,35,52,-17,1.11,2,1.0,9.0,13.0,12.0,13.0,41.0,43.0,-2.0,1.34,1.0,13.0,11.0,11.0,16.0,46.0,52.0,-6.0,1.16,2.0,19.0,5.0,14.0,19.0,28.0,58.0,-30.0,0.76,2.0,16.0,11.0,12.0,15.0,35.0,52.0,-17.0,1.11,1.0
Serie A,US Lecce,2010,17,11,8,19,46,66,-20,1.08,2,2.0,18.0,8.0,12.0,18.0,40.0,56.0,-16.0,0.95,2.0,17.0,11.0,8.0,19.0,46.0,66.0,-20.0,1.08,2.0,17.0,11.0,8.0,19.0,46.0,66.0,-20.0,1.08,2.0,17.0,11.0,8.0,19.0,46.0,66.0,-20.0,1.08,2.0
Serie A,AS Bari,2010,20,5,9,24,27,56,-29,0.63,2,2.0,20.0,5.0,9.0,24.0,27.0,56.0,-29.0,0.63,2.0,20.0,5.0,9.0,24.0,27.0,56.0,-29.0,0.63,2.0,20.0,5.0,9.0,24.0,27.0,56.0,-29.0,0.63,2.0,20.0,5.0,9.0,24.0,27.0,56.0,-29.0,0.63,2.0
Serie A,Brescia Calcio,2010,19,7,11,20,34,52,-18,0.84,2,2.0,19.0,7.0,11.0,20.0,34.0,52.0,-18.0,0.84,2.0,19.0,7.0,11.0,20.0,34.0,52.0,-18.0,0.84,2.0,19.0,7.0,11.0,20.0,34.0,52.0,-18.0,0.84,2.0,19.0,7.0,11.0,20.0,34.0,52.0,-18.0,0.84,2.0
Serie A,SSC Napoli,2011,5,16,13,9,66,46,20,1.61,0,0.0,2.0,23.0,9.0,6.0,73.0,36.0,37.0,2.05,0.0,3.0,23.0,9.0,6.0,77.0,39.0,38.0,2.05,0.0,5.0,18.0,9.0,11.0,70.0,54.0,16.0,1.66,0.0,2.0,25.0,7.0,6.0,80.0,32.0,48.0,2.16,0.0
Serie A,AC Milan,2011,2,24,8,6,74,33,41,2.11,0,0.0,3.0,21.0,9.0,8.0,67.0,39.0,28.0,1.89,1.0,8.0,16.0,9.0,13.0,57.0,49.0,8.0,1.5,1.0,10.0,13.0,13.0,12.0,56.0,50.0,6.0,1.37,1.0,7.0,15.0,12.0,11.0,49.0,43.0,6.0,1.5,0.0
Serie A,Juventus FC,2011,1,23,15,0,68,20,48,2.21,0,0.0,1.0,27.0,6.0,5.0,71.0,24.0,47.0,2.29,0.0,1.0,33.0,3.0,2.0,80.0,23.0,57.0,2.68,0.0,1.0,26.0,9.0,3.0,72.0,24.0,48.0,2.29,0.0,1.0,29.0,4.0,5.0,75.0,20.0,55.0,2.39,0.0
Serie A,Udinese Calcio,2011,3,18,10,10,52,35,17,1.68,0,0.0,5.0,18.0,12.0,8.0,59.0,45.0,14.0,1.74,1.0,13.0,12.0,8.0,18.0,46.0,57.0,-11.0,1.16,2.0,16.0,10.0,11.0,17.0,43.0,56.0,-13.0,1.08,2.0,17.0,10.0,9.0,19.0,35.0,60.0,-25.0,1.03,1.0
Serie A,SS Lazio,2011,4,18,8,12,56,47,9,1.63,0,1.0,7.0,18.0,7.0,13.0,51.0,42.0,9.0,1.61,1.0,9.0,15.0,11.0,12.0,54.0,54.0,0.0,1.47,0.0,3.0,21.0,6.0,11.0,71.0,38.0,33.0,1.82,1.0,8.0,15.0,9.0,14.0,52.0,52.0,0.0,1.42,0.0
Serie A,FC Internazionale,2011,6,17,7,14,58,55,3,1.53,0,1.0,9.0,16.0,6.0,16.0,55.0,57.0,-2.0,1.42,0.0,5.0,15.0,15.0,8.0,62.0,39.0,23.0,1.58,1.0,8.0,14.0,13.0,11.0,59.0,48.0,11.0,1.45,0.0,4.0,20.0,7.0,11.0,50.0,38.0,12.0,1.76,1.0
Serie A,Atalanta BC,2011,12,13,13,12,41,43,-2,1.21,1,2.0,15.0,11.0,9.0,18.0,39.0,56.0,-17.0,1.05,1.0,11.0,15.0,5.0,18.0,43.0,51.0,-8.0,1.32,2.0,17.0,7.0,16.0,15.0,38.0,57.0,-19.0,0.97,1.0,13.0,11.0,12.0,15.0,41.0,47.0,-6.0,1.18,0.0
Serie A,Catania SSD,2011,11,11,15,12,47,52,-5,1.26,1,1.0,8.0,15.0,11.0,12.0,50.0,46.0,4.0,1.47,2.0,18.0,8.0,8.0,22.0,34.0,66.0,-32.0,0.84,1.0,11.0,11.0,15.0,12.0,47.0,52.0,-5.0,1.26,1.0,11.0,11.0,15.0,12.0,47.0,52.0,-5.0,1.26,1.0
Serie A,AC Siena,2011,14,11,11,16,45,45,0,1.16,1,2.0,19.0,9.0,9.0,20.0,36.0,57.0,-21.0,0.79,1.0,14.0,11.0,11.0,16.0,45.0,45.0,0.0,1.16,1.0,14.0,11.0,11.0,16.0,45.0,45.0,0.0,1.16,1.0,14.0,11.0,11.0,16.0,45.0,45.0,0.0,1.16,1.0
Serie A,Bologna FC 1909,2011,9,13,12,13,41,43,-2,1.34,1,1.0,13.0,11.0,11.0,16.0,46.0,52.0,-6.0,1.16,2.0,19.0,5.0,14.0,19.0,28.0,58.0,-30.0,0.76,1.0,9.0,13.0,12.0,13.0,41.0,43.0,-2.0,1.34,1.0,14.0,11.0,9.0,18.0,33.0,45.0,-12.0,1.11,2.0
Serie A,Chievo Verona,2011,10,12,13,13,35,45,-10,1.29,1,1.0,12.0,12.0,9.0,17.0,37.0,52.0,-15.0,1.18,2.0,16.0,10.0,6.0,22.0,34.0,54.0,-20.0,0.95,1.0,14.0,10.0,13.0,15.0,28.0,41.0,-13.0,1.13,1.0,9.0,13.0,11.0,14.0,43.0,45.0,-2.0,1.32,1.0
Serie A,ACF Fiorentina,2011,13,11,13,14,37,43,-6,1.21,1,0.0,4.0,21.0,7.0,10.0,72.0,44.0,28.0,1.84,0.0,4.0,19.0,8.0,11.0,65.0,44.0,21.0,1.71,0.0,4.0,18.0,10.0,10.0,61.0,46.0,15.0,1.68,0.0,5.0,18.0,10.0,10.0,60.0,42.0,18.0,1.68,1.0
Serie A,Parma Calcio 1913,2011,8,15,11,12,54,53,1,1.47,1,1.0,10.0,13.0,10.0,15.0,45.0,46.0,-1.0,1.29,0.0,6.0,15.0,13.0,10.0,58.0,46.0,12.0,1.53,2.0,20.0,6.0,8.0,24.0,33.0,75.0,-42.0,0.5,1.0,8.0,15.0,11.0,12.0,54.0,53.0,1.0,1.47,1.0
Serie A,AS Roma,2011,7,16,8,14,60,54,6,1.47,1,0.0,6.0,18.0,8.0,12.0,71.0,56.0,15.0,1.63,0.0,2.0,26.0,7.0,5.0,72.0,25.0,47.0,2.24,0.0,2.0,19.0,13.0,6.0,54.0,31.0,23.0,1.84,0.0,3.0,23.0,11.0,4.0,83.0,41.0,42.0,2.11,0.0
Serie A,Novara Calcio 1908,2011,19,7,11,20,35,65,-30,0.84,2,2.0,19.0,7.0,11.0,20.0,35.0,65.0,-30.0,0.84,2.0,19.0,7.0,11.0,20.0,35.0,65.0,-30.0,0.84,2.0,19.0,7.0,11.0,20.0,35.0,65.0,-30.0,0.84,2.0,19.0,7.0,11.0,20.0,35.0,65.0,-30.0,0.84,2.0
Serie A,AC Cesena,2011,20,4,10,24,24,60,-36,0.58,2,2.0,20.0,4.0,10.0,24.0,24.0,60.0,-36.0,0.58,2.0,20.0,4.0,10.0,24.0,24.0,60.0,-36.0,0.58,2.0,19.0,4.0,12.0,22.0,36.0,73.0,-37.0,0.63,2.0,20.0,4.0,10.0,24.0,24.0,60.0,-36.0,0.58,2.0
Serie A,Cagliari Calcio,2011,15,10,13,15,37,46,-9,1.13,2,1.0,11.0,12.0,11.0,15.0,43.0,55.0,-12.0,1.24,2.0,15.0,9.0,12.0,17.0,34.0,53.0,-19.0,1.03,2.0,18.0,8.0,10.0,20.0,48.0,68.0,-20.0,0.89,2.0,15.0,10.0,13.0,15.0,37.0,46.0,-9.0,1.13,1.0
Serie A,US Lecce,2011,18,8,12,18,40,56,-16,0.95,2,2.0,18.0,8.0,12.0,18.0,40.0,56.0,-16.0,0.95,2.0,18.0,8.0,12.0,18.0,40.0,56.0,-16.0,0.95,2.0,18.0,8.0,12.0,18.0,40.0,56.0,-16.0,0.95,2.0,18.0,8.0,12.0,18.0,40.0,56.0,-16.0,0.95,2.0
Serie A,US Palermo,2011,16,11,10,17,52,62,-10,1.13,2,2.0,18.0,6.0,14.0,18.0,34.0,54.0,-20.0,0.84,2.0,16.0,11.0,10.0,17.0,52.0,62.0,-10.0,1.13,1.0,11.0,12.0,13.0,13.0,53.0,55.0,-2.0,1.29,2.0,16.0,10.0,9.0,19.0,38.0,65.0,-27.0,1.03,2.0
Serie A,Genoa CFC,2011,17,11,9,18,50,69,-19,1.11,2,2.0,17.0,8.0,14.0,16.0,38.0,52.0,-14.0,1.0,1.0,14.0,11.0,11.0,16.0,41.0,50.0,-9.0,1.16,0.0,6.0,16.0,11.0,11.0,62.0,47.0,15.0,1.55,1.0,11.0,13.0,7.0,18.0,45.0,48.0,-3.0,1.21,2.0
Serie A,Juventus FC,2012,1,27,6,5,71,24,47,2.29,0,0.0,1.0,33.0,3.0,2.0,80.0,23.0,57.0,2.68,0.0,1.0,26.0,9.0,3.0,72.0,24.0,48.0,2.29,0.0,1.0,29.0,4.0,5.0,75.0,20.0,55.0,2.39,0.0,1.0,29.0,4.0,5.0,77.0,27.0,50.0,2.39,0.0
Serie A,AC Milan,2012,3,21,9,8,67,39,28,1.89,0,1.0,8.0,16.0,9.0,13.0,57.0,49.0,8.0,1.5,1.0,10.0,13.0,13.0,12.0,56.0,50.0,6.0,1.37,1.0,7.0,15.0,12.0,11.0,49.0,43.0,6.0,1.5,0.0,6.0,18.0,9.0,11.0,57.0,45.0,12.0,1.66,0.0
Serie A,Udinese Calcio,2012,5,18,12,8,59,45,14,1.74,0,1.0,13.0,12.0,8.0,18.0,46.0,57.0,-11.0,1.16,2.0,16.0,10.0,11.0,17.0,43.0,56.0,-13.0,1.08,2.0,17.0,10.0,9.0,19.0,35.0,60.0,-25.0,1.03,1.0,13.0,12.0,9.0,17.0,47.0,56.0,-9.0,1.18,1.0
Serie A,SSC Napoli,2012,2,23,9,6,73,36,37,2.05,0,0.0,3.0,23.0,9.0,6.0,77.0,39.0,38.0,2.05,0.0,5.0,18.0,9.0,11.0,70.0,54.0,16.0,1.66,0.0,2.0,25.0,7.0,6.0,80.0,32.0,48.0,2.16,0.0,3.0,26.0,8.0,4.0,94.0,39.0,55.0,2.26,0.0
Serie A,AS Roma,2012,6,18,8,12,71,56,15,1.63,0,0.0,2.0,26.0,7.0,5.0,72.0,25.0,47.0,2.24,0.0,2.0,19.0,13.0,6.0,54.0,31.0,23.0,1.84,0.0,3.0,23.0,11.0,4.0,83.0,41.0,42.0,2.11,0.0,2.0,28.0,3.0,7.0,90.0,38.0,52.0,2.29,0.0
Serie A,ACF Fiorentina,2012,4,21,7,10,72,44,28,1.84,0,0.0,4.0,19.0,8.0,11.0,65.0,44.0,21.0,1.71,0.0,4.0,18.0,10.0,10.0,61.0,46.0,15.0,1.68,0.0,5.0,18.0,10.0,10.0,60.0,42.0,18.0,1.68,1.0,8.0,16.0,12.0,10.0,63.0,57.0,6.0,1.58,1.0
Serie A,SS Lazio,2012,7,18,7,13,51,42,9,1.61,1,1.0,9.0,15.0,11.0,12.0,54.0,54.0,0.0,1.47,0.0,3.0,21.0,6.0,11.0,71.0,38.0,33.0,1.82,1.0,8.0,15.0,9.0,14.0,52.0,52.0,0.0,1.42,0.0,5.0,21.0,7.0,10.0,74.0,51.0,23.0,1.84,0.0
Serie A,FC Internazionale,2012,9,16,6,16,55,57,-2,1.42,1,0.0,5.0,15.0,15.0,8.0,62.0,39.0,23.0,1.58,1.0,8.0,14.0,13.0,11.0,59.0,48.0,11.0,1.45,0.0,4.0,20.0,7.0,11.0,50.0,38.0,12.0,1.76,1.0,7.0,19.0,5.0,14.0,72.0,49.0,23.0,1.63,0.0
Serie A,Parma Calcio 1913,2012,10,13,10,15,45,46,-1,1.29,1,0.0,6.0,15.0,13.0,10.0,58.0,46.0,12.0,1.53,2.0,20.0,6.0,8.0,24.0,33.0,75.0,-42.0,0.5,1.0,10.0,13.0,10.0,15.0,45.0,46.0,-1.0,1.29,1.0,10.0,13.0,10.0,15.0,45.0,46.0,-1.0,1.29,1.0
Serie A,Bologna FC 1909,2012,13,11,11,16,46,52,-6,1.16,1,2.0,19.0,5.0,14.0,19.0,28.0,58.0,-30.0,0.76,1.0,13.0,11.0,11.0,16.0,46.0,52.0,-6.0,1.16,1.0,14.0,11.0,9.0,18.0,33.0,45.0,-12.0,1.11,2.0,15.0,11.0,8.0,19.0,40.0,58.0,-18.0,1.08,2.0
